issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,505,11078-277682544-277683048-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2023-10-11,,,,NA,140705,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,2958,11078-277732544-277735501-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2023-06-27,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,143800,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,2952,11078-277746123-277749074-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2022-08-12,Dexus,Retirement for Person or Organization,"2,952 tonnes retired by Dexus on behalf of its managed property portfolio for the purpose of Climate Active certification in FY22",NA,151235,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,5000,11078-277752123-277757122-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2023-04-21,William Warren Properties,Retirement for Person or Organization,On behalf of William Warren Properties,NA,152314,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,40000,11078-277692544-277732543-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,FALSE,NA,,,,NA,160252,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,298,11078-277749075-277749372-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2022-08-12,Dexus,Retirement for Person or Organization,"298 tonnes retired by Dexus on behalf of Rialto Towers, 525 Collins Street Melbourne for the purpose of Climate Active certification in FY22",NA,175721,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,2750,11078-277749373-277752122-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2022-08-12,Dexus,Retirement for Person or Organization,"2,750 tonnes retired by Dexus on behalf of Rialto Towers, 525 Collins Street Melbourne for the purpose of NABERS Climate Active Carbon Neutral Certification for the NABERS Rating period of 1/01/2021 to 31/12/2021",NA,175722,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,5636,11078-277767123-277772758-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,FALSE,NA,,,,NA,196590,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,10000,11078-277757123-277767122-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2024-03-15,William Warren Properties,Retirement for Person or Organization,On behalf of William Warren Properties,NA,202243,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,489,11078-277735502-277735990-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2023-08-28,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,208969,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,100,11078-277735991-277736090-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2023-11-06,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,215615,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,9495,11078-277683049-277692543-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,FALSE,NA,,,,NA,220373,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,8959,11078-277736091-277745049-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2024-11-30,,,,NA,222524,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,450,11078-277772759-277773208-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2024-06-26,ConferenceDirect,Retirement for Person or Organization,Retired on behalf of ConferenceDirect,NA,243103,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,44625,11078-277773209-277817833-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,FALSE,NA,,,,NA,250024,981
2021-08-24,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1586184,1073,11078-277745050-277746122-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0,NA,NA,TRUE,2024-11-30,,,,NA,272981,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,6167,11079-277817834-277824000-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-04-05,BEF Customers,Retirement for Person or Organization,BEF Customers,NA,140707,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,600,11079-277837834-277838433-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2023-03-28,Farnborough Airport,Retirement for Person or Organization,Farnborough Airport,NA,142773,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,12,11079-277887834-277887845-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-05-05,,,,NA,143799,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,1,11079-277896190-277896190-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,FALSE,NA,,,,NA,151630,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,1,11079-278004523-278004523-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,FALSE,NA,,,,NA,151633,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,2,11079-277950357-277950358-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,FALSE,NA,,,,NA,155318,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,278,11079-277950359-277950636-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2023-03-14,,,,NA,156972,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,897,11079-277896191-277897087-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2024-03-20,Tuskerdirect Limited,Retirement for Person or Organization,Tuskerdirect Limited,NA,156973,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,3172,11079-277862834-277866005-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2023-08-15,Toshiba TEC UK Imaging Systems,Retirement for Person or Organization,Retired by CO2balance on behalf of Toshiba TEC UK Imaging Systems (2022),NA,165516,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,2947,11079-277824001-277826947-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-09-12,Avocado Green Mattress,Retirement for Person or Organization,2021 Climate Neutral Certification,NA,166039,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,133,11079-277892834-277892966-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-07-26,ABS Investment Management LLC,Retirement for Person or Organization,ABS Investment Management LLC,NA,168073,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,88,11079-277890946-277891033-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-06-10,American Snuff Company,Retirement for Person or Organization,88 tCO2e retired on behalf of American Snuff Company Memphis for reporting period of December 2020 – November 2021,NA,168076,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,1214,11079-277887846-277889059-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-10-25,Braskem Netherlands B.V.,Retirement for Person or Organization,Retirement on behalf of TSRC and Braskem B.V.  to offset 1214 ton CO2eq for the transportation of the product in the fy 2022,NA,168134,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,36,11079-277891034-277891069-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-06-10,American Snuff Company,Retirement for Person or Organization,36 tCO2e retired on behalf of American Snuff Company Taylor Brothers for reporting period of December 2020 – November 2021,NA,171254,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,296,11079-277891070-277891365-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-07-18,THCP Advisory Limited,Retirement for Person or Organization,Offsetting CO2 emissions for the year 2021,NA,171255,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,352,11079-277891366-277891717-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-11-09,,,,NA,174094,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,25,11079-277892967-277892991-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-12-14,Environmental and Social Impact Monitor Ltd,Retirement for Person or Organization,Environmental and Social Impact Monitor Ltd,NA,174464,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,427,11079-277826948-277827374-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2023-04-03,VF International SAGL The North Face EMEA,Retirement for Person or Organization,VF International SAGL The North Face EMEA,NA,177590,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,1022,11079-277889060-277890081-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-11-23,Braskem Netherlands B.V.,Retirement for Person or Organization,Retirement on behalf of TSRC and Braskem B.V. to offset 1022 ton CO2eq for the transportation of the product in the fy 2022,NA,182058,981
2021-08-24,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,981,Pacajai REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,1653262,71,11079-277891718-277891788-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0,NA,NA,TRUE,2022-11-09,,,,NA,183430,981
