issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2022-11-29,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,397013,208,14104-555107449-555107656-VCS-VCU-262-VER-BR-14-1686-01012020-31122020-1,NA,Social Carbon,TRUE,2022-12-20,BADUCHI,Retirement for Person or Organization,Neutralização das emissões corporativas da empresa Baduchi 2021.,NA,185392,1686
2022-11-29,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,397013,85,14104-555107657-555107741-VCS-VCU-262-VER-BR-14-1686-01012020-31122020-1,NA,Social Carbon,TRUE,2023-01-26,HOGARTH,Retirement for Person or Organization,"Neutralização de 161,78% das emissões corporativas da empresa Hogarth Brasil no ano de 2022 no escopo 2",NA,188637,1686
2022-11-29,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,397013,6,14104-555107742-555107747-VCS-VCU-262-VER-BR-14-1686-01012020-31122020-1,NA,Social Carbon,TRUE,2023-09-21,HOGARTH,Retirement for Person or Organization,Neutralização de 100% das emissões referente às Produções realizadas pela empresa Hogarth Brasil entre janeiro e julho no ano de 2023 no escopo 2.,NA,192248,1686
2022-11-29,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,397013,88,14104-555107748-555107835-VCS-VCU-262-VER-BR-14-1686-01012020-31122020-1,NA,Social Carbon,TRUE,2023-11-21,BADUCHI,Retirement for Person or Organization,Neutralização das emissões corporativas da empresa Baduchi 2022,NA,218452,1686
2022-11-29,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,397013,1,14104-555107836-555107836-VCS-VCU-262-VER-BR-14-1686-01012020-31122020-1,NA,Social Carbon,TRUE,2025-03-31,DMS Agenciamento de cargas e logística ltda,Retirement for Person or Organization,ECOFREIGHT,NA,223824,1686
2022-11-29,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,397013,500,14104-555107936-555108435-VCS-VCU-262-VER-BR-14-1686-01012020-31122020-1,NA,Social Carbon,TRUE,2024-11-25,Grupo Raízes,Retirement for Person or Organization,"Compensação das emissões diretas e indiretas de GEE do Grupo Raízes (proprietário das empresas Cucinare, Quitanda e Quitanda Escolas) referente a 2023.",NA,250648,1686
2022-11-29,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,397013,396026,14104-555108436-555504461-VCS-VCU-262-VER-BR-14-1686-01012020-31122020-1,NA,Social Carbon,FALSE,NA,,,,NA,265108,1686
2022-11-29,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,397013,99,14104-555107837-555107935-VCS-VCU-262-VER-BR-14-1686-01012020-31122020-1,NA,Social Carbon,FALSE,NA,,,,NA,285603,1686
2022-11-29,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,497962,497962,14105-555504462-556002423-VCS-VCU-262-VER-BR-14-1686-01012021-31122021-1,NA,Social Carbon,FALSE,NA,,,,NA,185393,1686
2020-12-28,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,436595,1705,9342-81400743-81402447-VCS-VCU-262-VER-BR-14-1686-01012018-31122018-1,NA,Social Carbon,TRUE,2021-05-13,MCO2,Retirement for Person or Organization,MCO2,NA,123946,1686
2020-12-28,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,436595,8216,9342-81500743-81508958-VCS-VCU-262-VER-BR-14-1686-01012018-31122018-1,NA,Social Carbon,TRUE,2021-06-07,Schroder Investment Management Limited,Retirement for Person or Organization,Retired by ClimateCare on behalf of Schroders to offset 2020 global workplace emissions and business travel.,NA,124860,1686
2020-12-28,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,436595,3762,9342-81508959-81512720-VCS-VCU-262-VER-BR-14-1686-01012018-31122018-1,NA,Social Carbon,TRUE,2021-06-14,,,,NA,128326,1686
2020-12-28,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,436595,264,9342-81402448-81402711-VCS-VCU-262-VER-BR-14-1686-01012018-31122018-1,NA,Social Carbon,TRUE,2021-08-24,South System - 19.614.565./0001-97,Retirement for Person or Organization,Carbon Offset,NA,131948,1686
2020-12-28,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,436595,15000,9342-81512721-81527720-VCS-VCU-262-VER-BR-14-1686-01012018-31122018-1,NA,Social Carbon,TRUE,2021-08-13,NATURA COSMÉTICOS S/A,Retirement for Person or Organization,Retirada permanente de circulação do mercado em nome da Natura Cosméticos S.A. / Retirement on behalf of Natura Cosméticos S.A.,NA,133067,1686
2020-12-28,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,436595,3507,9342-81527721-81531227-VCS-VCU-262-VER-BR-14-1686-01012018-31122018-1,NA,Social Carbon,TRUE,2022-05-11,,,,NA,139920,1686
2020-12-28,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1686,Agrocortex REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,436595,43000,9342-81544388-81587387-VCS-VCU-262-VER-BR-14-1686-01012018-31122018-1,NA,Social Carbon,TRUE,2021-09-28,,,,NA,140012,1686
