issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2021-11-29,NA,VCU,2014-01-01,2014-12-31,2014-01-01,2014-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,924213,247893,11809-358408545-358656437-VCS-VCU-261-VER-BR-14-875-01012014-31122014-1,NA,Social Carbon,FALSE,NA,,,,NA,153138,875
2021-11-29,NA,VCU,2014-01-01,2014-12-31,2014-01-01,2014-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,924213,35000,11809-358656438-358691437-VCS-VCU-261-VER-BR-14-875-01012014-31122014-1,NA,Social Carbon,TRUE,2025-01-15,Hartree Metals LLC,Environmental Benefit,NA,NA,244858,875
2021-11-29,NA,VCU,2014-01-01,2014-12-31,2014-01-01,2014-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,924213,67335,11809-358691438-358758772-VCS-VCU-261-VER-BR-14-875-01012014-31122014-1,NA,Social Carbon,FALSE,NA,,,,NA,278834,875
2021-11-29,NA,VCU,2015-01-01,2015-12-31,2015-01-01,2015-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,843341,319581,11810-358758773-359078353-VCS-VCU-261-VER-BR-14-875-01012015-31122015-1,NA,Social Carbon,FALSE,NA,,,,NA,153140,875
2021-11-29,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,826330,347929,11811-359078354-359426282-VCS-VCU-261-VER-BR-14-875-01012016-31122016-1,NA,Social Carbon,FALSE,NA,,,,NA,153141,875
2021-11-29,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,826330,100,11811-359426283-359426382-VCS-VCU-261-VER-BR-14-875-01012016-31122016-1,NA,Social Carbon,TRUE,2023-06-02,Human Playground TV Production B.V.,Environmental Benefit,Retired on behalf of Human Playground TV Production B.V.,NA,153252,875
2021-11-29,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,826330,283,11811-359426383-359426665-VCS-VCU-261-VER-BR-14-875-01012016-31122016-1,NA,Social Carbon,FALSE,NA,,,,NA,161592,875
2021-11-29,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,826330,1601,11811-359426666-359428266-VCS-VCU-261-VER-BR-14-875-01012016-31122016-1,NA,Social Carbon,FALSE,NA,,,,NA,164933,875
2021-11-29,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,965715,150000,11812-359428267-359578266-VCS-VCU-261-VER-BR-14-875-01012017-31122017-1,NA,Social Carbon,FALSE,NA,,,,NA,153142,875
2021-11-29,NA,VCU,2017-01-01,2017-12-31,2017-01-01,2017-12-31,875,FLORESTAL SANTA MARIA PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,965715,50826,11812-359834885-359885710-VCS-VCU-261-VER-BR-14-875-01012017-31122017-1,NA,Social Carbon,FALSE,NA,,,,NA,153251,875
