issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2025-02-19,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,87,17783-859350599-859350685-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,TRUE,2025-03-25,Stala Oy,Environmental Benefit,Retirement on behalf of Stala Oy,NA,281648,2566
2025-02-19,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,783,17783-859350686-859351468-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,FALSE,NA,,,,NA,285197,2566
2025-02-07,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,1693,17745-856033079-856034771-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,FALSE,NA,,,,NA,280889,2566
2025-01-28,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,2000,17701-852924021-852926020-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,TRUE,2025-02-03,,,,NA,279961,2566
2025-01-03,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,6000,17632-846697472-846703471-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,FALSE,NA,,,,NA,277843,2566
2024-12-23,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,750,17602-842842120-842842869-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,TRUE,2024-12-23,Croisette Real Estate Partners,Environmental Benefit,Retirement on behalf of Croisette Real Estate Partners and its 2023 emissions.,NA,277092,2566
2024-12-12,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,3,17553-837046425-837046427-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,TRUE,2025-01-20,Svenska Resebolaget (SRB Travel Group AB),Environmental Benefit,Retirement on behalf of SRB for Nidacon,NA,275329,2566
2024-12-12,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,12,17553-837046428-837046439-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,TRUE,2025-05-12,"Pousada Maria Flor LTDA, CNPJ: 32.066.205/0001-66, located in Fernando de Noronha, Pernambuco, Brazil, offset 12 tonnes of CO2 emissions generated by its operations in the year 2024, through Compensei",Environmental Benefit,"Pousada Maria Flor LTDA, CNPJ: 32.066.205/0001-66, located in Fernando de Noronha, Pernambuco, Brazil, offset 12 tonnes of CO2 emissions generated by its operations in the year 2024, through Compensei LTDA",NA,279229,2566
2024-12-12,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,8,17553-837046440-837046447-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,FALSE,NA,,,,NA,293085,2566
2024-12-10,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,1005,17532-836828001-836829005-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,TRUE,2025-02-14,,,,NA,274557,2566
2024-12-10,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2566,The Serra do Amolar REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,73498,28,17532-836829006-836829033-VCS-VCU-1290-VER-BR-14-2566-01012019-31122019-1,NA,CCB-Biodiversity Gold,TRUE,2025-02-25,Svenska Resebolaget (SRB Travel Group AB),Environmental Benefit,Retirement on behalf of SRB for White,NA,281279,2566
