issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,742,11303-316245902-316246643-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,142795,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,168,11303-316425798-316425965-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,143336,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,742,11303-316282097-316282838-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,145136,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,50000,11303-316439784-316489783-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,145980,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,18771,11303-316263326-316282096-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,147457,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,10000,11303-316429784-316439783-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,156397,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,45000,11303-316489784-316534783-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2023-09-26,,,,NA,158648,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,3751,11303-316564784-316568534-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,158827,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,5000,11303-316643835-316648834-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2023-09-26,,,,NA,158986,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,1,11303-316688835-316688835-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,159003,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,5000,11303-316588835-316593834-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2023-09-26,,,,NA,159204,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,1,11303-316688836-316688836-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,159328,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,1,11303-316688837-316688837-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,159330,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,1,11303-316688838-316688838-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,159465,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,50000,11303-316593835-316643834-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,159596,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,100,11303-316688839-316688938-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,159845,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,6249,11303-316688939-316695187-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,160858,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,51,11303-316738939-316738989-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2023-07-26,Era Technologies,Retirement for Person or Organization,Era Technologies,NA,161537,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,142,11303-316743939-316744080-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2022-12-15,Cégep de Sherbrooke,Retirement for Person or Organization,Compensation des émissions de GES sous le contrôle du Cégep de Sherbrooke pour l'année 2021-2022 (20%),NA,162083,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,25000,11303-316534784-316559783-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2023-09-26,,,,NA,164814,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,40000,11303-316648835-316688834-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2023-09-26,,,,NA,164815,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,295,11303-316246644-316246938-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,173249,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,7807,11303-316290809-316298615-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,173250,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,16382,11303-316246944-316263325-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,185266,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,1325,11303-316744577-316745901-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,187924,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,496,11303-316744081-316744576-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2022-12-15,Cégep de Sherbrooke,Retirement for Person or Organization,Compensation des émissions de GES liées aux déplacements (vignettes campus) pour l'année 2022-2023 (66%),NA,188252,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,5,11303-316246939-316246943-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2023-04-12,,,,NA,188301,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,5000,11303-316704888-316709887-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,TRUE,2024-03-15,"Pilgrim's Pride, S de R.L de C.V.",Environmental Benefit,NA,NA,193702,2252
2021-09-23,NA,VCU,2020-01-01,2020-04-30,2020-01-01,2020-04-30,2252,Rio Anapu-Pacaja REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,570104,21412,11303-316298616-316320027-VCS-VCU-1531-VER-BR-14-2252-01012020-30042020-1,NA,CCB-No Distinction,FALSE,NA,,,,NA,194236,2252
