issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,5,15737-714504410-714504414-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2023-10-10,"Fazenda Dois Irmãos, exportadora Trust Coffees Brazil",Environmental Benefit,"compensação da pegada de carbono de 100 sacas de café da fazenda Dois Irmãos, exportadora Trust Coffees Brazil. Número da BL HLCUSS5230685247, Oic 002 2121 0009, referentes as NFs 039.727.078 e 039.727.163",NA,219507,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,749,15737-714520981-714521729-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-01-31,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,219516,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,3,15737-714504415-714504417-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-03-28,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,220320,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,640,15737-714505053-714505692-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2023-11-02,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,221318,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,1250,15737-714505693-714506942-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2023-12-21,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,222301,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,5000,15737-714506943-714511942-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,FALSE,NA,,,,NA,229744,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,1,15737-714522747-714522747-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-04-22,,,,NA,229902,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,1017,15737-714521730-714522746-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,FALSE,NA,,,,NA,233958,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,4999,15737-714522748-714527746-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-04-22,,,,NA,236427,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,7000,15737-714527747-714534746-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-04-22,,,,NA,236430,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,20238,15737-714534747-714554984-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-04-22,,,,NA,237171,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,3000,15737-714621985-714624984-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-04-05,Retired on behalf of Ovako Group and its subsidiaries for the CO2-neutral production of engineering steel,Retirement for Person or Organization,Retired on behalf of Ovako Group and its subsidiaries for the CO2-neutral production of engineering steel,NA,240024,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,40,15737-714504418-714504457-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-04-30,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,240327,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,39,15737-714624985-714625023-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-06-06,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,241563,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,7214,15737-714584985-714592198-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-04-22,,,,NA,242797,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,2762,15737-714554985-714557746-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-06-11,,,,NA,243017,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,29548,15737-714592199-714621746-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-06-11,,,,NA,243235,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,595,15737-714504458-714505052-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,FALSE,NA,,,,NA,244066,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,2599,15737-714511943-714514541-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-05-06,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,244423,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,6439,15737-714514542-714520980-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,FALSE,NA,,,,NA,245108,2508
2023-10-03,NA,VCU,2022-01-01,2022-07-31,2022-01-01,2022-07-31,2508,UNITOR REDD+ PROJECT,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,332154,10,15737-714625024-714625033-VCS-VCU-262-VER-BR-14-2508-01012022-31072022-0,NA,NA,TRUE,2024-09-05,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,248207,2508
