issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,30000,9164-71779491-71809490-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,TRUE,2022-07-18,,,,NA,122737,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,120000,9164-71879491-71999490-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,FALSE,NA,,,,NA,144212,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,100000,9164-71999491-72099490-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,TRUE,2023-12-14,,,,NA,151219,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,386,9164-72099491-72099876-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,FALSE,NA,,,,NA,166834,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,10000,9164-71809491-71819490-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,FALSE,NA,,,,NA,173931,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,8,9164-71819491-71819498-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,TRUE,2023-06-28,On Behalf of Nobody,Other,Not used for offset claims,NA,177337,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,6,9164-71819499-71819504-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,TRUE,2023-09-30,On Behalf of Nobody,Other,Not used for Offset Claims,NA,209137,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,17703,9164-72104491-72122193-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,FALSE,NA,,,,NA,213242,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,155,9164-71819505-71819659-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,TRUE,2023-12-23,Kirkland & Ellis LLP,Retirement for Person or Organization,,NA,219376,1953
2020-12-07,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1953,Floresta Verde REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,342703,9,9164-71819660-71819668-VCS-VCU-1531-VER-BR-14-1953-01012018-31122018-1,NA,CCB-Climate Gold,TRUE,2023-12-28,On Behalf of Nobody,Other,Not used for Offset Claims,NA,229977,1953
