issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2020-08-13,NA,VCU,2013-06-05,2014-06-04,2013-06-05,2014-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46353,4160,8549-29900754-29904913-VCS-VCU-261-VER-BR-14-1147-05062013-04062014-0,NA,NA,TRUE,2020-12-22,,,,NA,118032,1147
2020-08-13,NA,VCU,2013-06-05,2014-06-04,2013-06-05,2014-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46353,31243,8550-29904914-29936156-VCS-VCU-261-VER-BR-14-1147-05062013-04062014-0,NA,NA,TRUE,2020-12-22,,,,NA,118033,1147
2020-08-13,NA,VCU,2014-06-05,2015-06-04,2014-06-05,2015-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,43216,33216,8551-29936157-29969372-VCS-VCU-261-VER-BR-14-1147-05062014-04062015-0,NA,NA,TRUE,2020-12-22,,,,NA,118034,1147
2020-08-13,NA,VCU,2015-06-05,2016-06-04,2015-06-05,2016-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46401,36401,8552-29969373-30005773-VCS-VCU-261-VER-BR-14-1147-05062015-04062016-0,NA,NA,TRUE,2020-12-22,,,,NA,118035,1147
2020-08-13,NA,VCU,2016-06-05,2017-06-04,2016-06-05,2017-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46377,34980,8553-30005774-30040753-VCS-VCU-261-VER-BR-14-1147-05062016-04062017-0,NA,NA,TRUE,2020-12-22,,,,NA,118036,1147
2020-08-13,NA,VCU,2016-06-05,2017-06-04,2016-06-05,2017-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46377,1397,8553-30040754-30042150-VCS-VCU-261-VER-BR-14-1147-05062016-04062017-0,NA,NA,FALSE,NA,,,,NA,118052,1147
2020-04-29,NA,VCU,2013-06-05,2014-06-04,2013-06-05,2014-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46353,300,8179-396400-396699-VCS-VCU-261-VER-BR-14-1147-05062013-04062014-0,NA,NA,TRUE,2021-08-19,Inter,Retirement for Person or Organization,"Retired on behalf of Inter to offset scopes 1,2 and 3 emissions of 2020",NA,113934,1147
2020-04-29,NA,VCU,2013-06-05,2014-06-04,2013-06-05,2014-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46353,1650,8179-396700-398349-VCS-VCU-261-VER-BR-14-1147-05062013-04062014-0,NA,NA,TRUE,2024-11-06,,,,NA,139543,1147
2020-04-22,NA,VCU,2016-06-05,2017-06-04,2016-06-05,2017-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46377,10000,8168-35001-45000-VCS-VCU-261-VER-BR-14-1147-05062016-04062017-0,NA,NA,TRUE,2020-04-24,,,,NA,113737,1147
2020-04-22,NA,VCU,2015-06-05,2016-06-04,2015-06-05,2016-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46401,10000,8169-45001-55000-VCS-VCU-261-VER-BR-14-1147-05062015-04062016-0,NA,NA,TRUE,2020-04-24,,,,NA,113738,1147
2020-04-22,NA,VCU,2014-06-05,2015-06-04,2014-06-05,2015-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,43216,10000,8170-55001-65000-VCS-VCU-261-VER-BR-14-1147-05062014-04062015-0,NA,NA,TRUE,2020-04-24,,,,NA,113739,1147
2020-04-22,NA,VCU,2013-06-05,2014-06-04,2013-06-05,2014-06-04,1147,Amazon Rio IFM,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0011,46353,9000,8171-65001-74000-VCS-VCU-261-VER-BR-14-1147-05062013-04062014-0,NA,NA,TRUE,2020-04-24,,,,NA,113740,1147
