issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2025-03-26,NA,VCU,2007-07-19,2010-07-18,2007-07-19,2010-07-18,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,3650482,20000,17918-865351702-865371701-VCS-VCU-261-VER-BR-14-832-19072007-18072010-0,NA,NA,TRUE,2025-03-28,POSIDONIA SHIPPING & TRADING LTDA,Retirement for Person or Organization,NA,NA,285291,832
2024-11-29,NA,VCU,2007-07-19,2010-07-18,2007-07-19,2010-07-18,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,3650482,50000,17455-832051531-832101530-VCS-VCU-261-VER-BR-14-832-19072007-18072010-0,NA,NA,TRUE,2024-12-02,,,,NA,272863,832
2024-04-19,NA,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,705493,1000,16612-777105714-777106713-VCS-VCU-261-VER-BR-14-832-01012011-31122011-0,NA,NA,TRUE,2024-04-19,CKTR BRASIL SERVIÇOS LTDA,Retirement for Person or Organization,Empresa Carbono Neutro,NA,243077,832
2023-10-05,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,1070029,4495,15754-715918678-715923172-VCS-VCU-261-VER-BR-14-832-01012016-31122016-0,NA,NA,TRUE,2024-09-06,STEFANI TRANSPORTE E LOGISTICA LTDA,Corporate Emissions Inventory Accounting,COMPENSAÇÃO DE EMISSÕES DA FROTA,NA,219954,832
2023-10-05,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,1070029,250,15754-715923173-715923422-VCS-VCU-261-VER-BR-14-832-01012016-31122016-0,NA,NA,TRUE,2024-12-09,Fundació Esade,Environmental Benefit,"""Retiro permanente de circulación en el mercado a nombre de Fundació Esade, para compensar las emisiones de gases de efecto invernadero generadas por su operación en el curso 2021-2022, año 2022 y curso 2022-2023, año 2023.""   ""Permanent retirement from circulation on behalf of Fundació Esade, as a measure to offset the greenhouse gas emissions generated by its operations during the 2021-2022 academic year, the calendar year 2022, and the 2022-2023 academic year, the calendar year 2023.""",NA,258886,832
2023-10-05,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,1070029,760,15754-715923423-715924182-VCS-VCU-261-VER-BR-14-832-01012016-31122016-0,NA,NA,TRUE,2025-02-07,Rehlegg Gmbh,Retirement for Person or Organization,Retired on behalf of Rehlegg Gmbh to compensate for the residual emissions of year 2022,NA,274103,832
2023-10-05,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,1070029,740,15754-715924923-715925662-VCS-VCU-261-VER-BR-14-832-01012016-31122016-0,NA,NA,TRUE,2025-02-07,Rehlegg Gmbh,Retirement for Person or Organization,Retired on behalf of Rehlegg Gmbh to compensate for the residual emissions of year 2023,NA,278061,832
2023-10-05,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,1070029,15044,15754-715928423-715943466-VCS-VCU-261-VER-BR-14-832-01012016-31122016-0,NA,NA,FALSE,NA,,,,NA,279921,832
2023-10-05,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,1070029,740,15754-715924183-715924922-VCS-VCU-261-VER-BR-14-832-01012016-31122016-0,NA,NA,TRUE,2025-02-10,,,,NA,280836,832
2023-10-05,NA,VCU,2016-01-01,2016-12-31,2016-01-01,2016-12-31,832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,1070029,2760,15754-715925663-715928422-VCS-VCU-261-VER-BR-14-832-01012016-31122016-0,NA,NA,TRUE,2025-02-10,,,,NA,280837,832
