"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"3.2.2. Lavoura Perene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.1. Café","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.2. Citrus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.3. Dendê (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.4. Outras Lavouras Perenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.3. Silvicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.4. Mosaico de Usos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4. Área não Vegetada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.1. Praia, Duna e Areal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.2. Área Urbanizada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.3. Mineração","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.4. Outras Áreas não Vegetadas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5. Corpo D`água","7483.671070178742","7187.014738681112","7230.291004062671","7689.232338334121","7961.553575837581","7740.053099073632","8142.8998180347535","7219.086331789845","8860.271461828537","9116.541697233948","7417.119329622673","8824.864995684718","9600.52968060966","7428.823521369279","9828.396138116977","8142.915791223612","8482.67659446769","8828.334451530905","8007.283809573656","7965.620374431925","8228.875107994132","8512.476188984472","8865.693298170256","8966.564567325357","9531.072515737022","8217.257883802124","8560.032065058518","9267.167752121411","9890.862259733403","9750.558799111252","9822.593537761768","7725.313969107221","9787.900323013702","8650.534075952379","9207.780221635387","9147.21533088467","9598.138758473813","10250.26415993796"
"5.1. Rio, Lago e Oceano","7483.671070178742","7187.014738681112","7230.291004062671","7689.232338334121","7961.553575837581","7740.053099073632","8142.8998180347535","7219.086331789845","8860.271461828537","9116.541697233948","7417.119329622673","8824.864995684718","9600.52968060966","7428.823521369279","9828.396138116977","8142.915791223612","8482.67659446769","8828.334451530905","8007.283809573656","7965.620374431925","8228.875107994132","8512.476188984472","8865.693298170256","8966.564567325357","9531.072515737022","8217.257883802124","8560.032065058518","9267.167752121411","9890.862259733403","9750.558799111252","9822.593537761768","7725.313969107221","9787.900323013702","8650.534075952379","9207.780221635387","9147.21533088467","9598.138758473813","10250.26415993796"
"5.2. Aquicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6. Não observado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
