"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2.4. Afloramento Rochoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.5. Restinga Herbácea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.6. Outras Formações não Florestais","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3. Agropecuária","39.06783498329301","19.047443394153056","19.448114710334316","18.944830859446796","14.684894668232044","17.030641873779306","33.18435050257066","41.47008921405867","31.265588495830457","33.980026933019325","37.973886555798124","43.826962801896656","52.89012430103981","56.76035408674655","73.00518286551669","107.95417066643222","123.45304252486896","127.6043970656692","116.2672578221224","134.9201620430503","141.06115744401544","182.40312839187982","201.29051402420393","404.9399131561396","395.57611886532106","311.28498667267445","354.216218337858","312.5340684311338","241.44528493877377","230.6564864839449","136.3500842676499","134.46360475684068","163.79043104915837","165.609806629591","173.26339102115423","162.3023376962223","152.76243761137172","140.4141364593386"
"3.1. Pastagem","8.027300809709129","7.330738871447988","6.332395642951518","6.790933258128444","7.7772779629097775","11.784351956787118","28.987316023810894","35.524286577339915","24.44540369968788","29.083481437413855","33.86427936585672","40.3294276212326","50.35441648853981","54.924149777664525","71.43128505057528","106.38027207634433","122.75353144088459","127.25464208520046","115.8300680943392","133.95834307332376","140.09933847428888","181.52874771561028","200.32869835037582","404.32784926453803","395.4012429742078","311.11011078156116","353.7790307768228","312.09688087009863","241.0080973777386","229.78211101397417","134.68872837775731","132.88968205786605","163.09089990291812","165.08515500605583","173.08854910220893","160.9059899314494","150.85037567363716","136.98771441451726"
"3.2. Agricultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8744180175781251","0.9618598510742189","0.6120936340332032","0.5246516235351563","0.1748419189453125","1.3089099046654795","1.8246240776271447","2.9017942799287684"
"3.2.1. Lavoura Temporária","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8744180175781251","0.9618598510742189","0.6120936340332032","0.5246516235351563","0.1748419189453125","1.3089099046654795","1.8246240776271447","2.9017942799287684"
"3.2.1.1. Soja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.2. Cana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.3. Arroz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.4. Algodão (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.5. Outras Lavouras Temporárias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8744180175781251","0.9618598510742189","0.6120936340332032","0.5246516235351563","0.1748419189453125","1.3089099046654795","1.8246240776271447","2.9017942799287684"
"3.2.2. Lavoura Perene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.1. Café","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.2. Citrus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.3. Dendê (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.4. Outras Lavouras Perenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.3. Silvicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.4. Mosaico de Usos","31.040534173583882","11.71670452270507","13.1157190673828","12.15389760131835","6.907616705322267","5.246289916992188","4.197034478759766","5.94580263671875","6.820184796142577","4.89654549560547","4.109607189941406","3.4975351806640615","2.535707812499999","1.836204309082031","1.5738978149414062","1.5738985900878906","0.6995110839843751","0.34975498046875","0.43718972778320303","0.9618189697265623","0.9618189697265623","0.8743806762695311","0.9618156738281252","0.6120638916015626","0.17487589111328125","0.17487589111328125","0.43718756103515627","0.43718756103515627","0.43718756103515627","0.8743754699707031","0.7869378723144532","0.6120628479003907","0.08743751220703125","","","0.08743786010742187","0.08743786010742187","0.5246277648925781"
"4. Área não Vegetada","","","","","","","","","","","","","","","","","","0.8743804931640625","1.3990090270996092","1.3990090270996092","1.3990090270996092","1.4864472351074216","1.4864472351074216","1.3990092895507809","1.4864473205566404","2.0110763793945314","3.322649298095702","3.235211614990234","3.1477734069824215","3.410087762451171","3.9347161315917942","3.847278015136716","3.759840850830077","3.8472800964355467","3.5849653869628915","3.847282751464842","4.9839817443847645","9.355923077392568"
"4.1. Praia, Duna e Areal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.2. Área Urbanizada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.3. Mineração","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.4. Outras Áreas não Vegetadas","","","","","","","","","","","","","","","","","","0.8743804931640625","1.3990090270996092","1.3990090270996092","1.3990090270996092","1.4864472351074216","1.4864472351074216","1.3990092895507809","1.4864473205566404","2.0110763793945314","3.322649298095702","3.235211614990234","3.1477734069824215","3.410087762451171","3.9347161315917942","3.847278015136716","3.759840850830077","3.8472800964355467","3.5849653869628915","3.847282751464842","4.9839817443847645","9.355923077392568"
"5. Corpo D`água","6.4991302004107325","8.860356587512449","10.039810893099917","12.879160842859605","11.185376207395068","13.349329005653532","15.477422207940789","16.089284453723376","15.356584345679186","14.274471206078623","14.949548304227934","13.731913630466835","11.447833625416477","10.899586310580386","9.409618872572958","3.0431078140318624","3.0431078140318624","3.528846359959021","3.582656303184358","3.582656303184358","3.467447736624923","2.5964151305194934","2.8611961193368955","2.8138917895747175","2.442646273528454","2.442646273528454","1.9698263828172868","1.9698263828172868","1.6735399539483762","1.8346376029938338","1.8346376029938338","1.8346376029938338","1.8346376029938338","2.591913122343176","2.7613395858704815","2.7613395858704815","2.8079714511048564","2.701008818502988"
"5.1. Rio, Lago e Oceano","6.4991302004107325","8.860356587512449","10.039810893099917","12.879160842859605","11.185376207395068","13.349329005653532","15.477422207940789","16.089284453723376","15.356584345679186","14.274471206078623","14.949548304227934","13.731913630466835","11.447833625416477","10.899586310580386","9.409618872572958","3.0431078140318624","3.0431078140318624","3.528846359959021","3.582656303184358","3.582656303184358","3.467447736624923","2.5964151305194934","2.8611961193368955","2.8138917895747175","2.442646273528454","2.442646273528454","1.9698263828172868","1.9698263828172868","1.6735399539483762","1.8346376029938338","1.8346376029938338","1.8346376029938338","1.8346376029938338","2.591913122343176","2.7613395858704815","2.7613395858704815","2.8079714511048564","2.701008818502988"
"5.2. Aquicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6. Não observado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
