"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"3.1. Pastagem","976.9355878797758","966.3101221642995","1313.8060274043737","1213.6383442287927","1079.9141862974634","1117.3990616234964","1081.5988792318976","1424.2846252908855","1629.473007207957","1485.5756848359893","1212.368295214405","1257.6038705566552","1268.4820302311064","1371.3616944654243","1555.7163157315704","1642.03432219439","1676.6588486210533","1601.8798154898382","1576.6079908258412","1570.987004804951","1596.8986866853052","1575.4547500696483","1570.408232871815","1583.2342405211348","1609.4470982634127","1591.1209090101","1552.0394716325059","1497.9751152086078","1424.889198659662","1363.8947240025707","1379.8621092812598","1439.5540225888813","1462.966476371049","1504.8297737488388","1423.0945200591113","1320.873581558482","1447.4902709524513","1683.8646469773748"
"3.2. Agricultura","","","","","","","","","","","","","","","","","","","","","4.213750738022751","7.340211077378219","37.93140914476598","88.10021422097563","84.71395440604371","26.24772040912703","17.96630110902075","36.57978759926006","63.53572596303899","74.29871055920162","77.30219620107592","84.39805015519664","94.3598242510143","135.61427677064154","128.4215156081731","49.5243500053858","55.89388002240371","52.142176390812025"
"3.2.1. Lavoura Temporária","","","","","","","","","","","","","","","","","","","","","4.213750738022751","7.340211077378219","37.93140914476598","88.10021422097563","84.71395440604371","26.24772040912703","17.96630110902075","36.57978759926006","63.53572596303899","74.29871055920162","77.30219620107592","84.39805015519664","94.3598242510143","135.61427677064154","128.4215156081731","49.5243500053858","55.89388002240371","52.142176390812025"
"3.2.1.1. Soja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.2. Cana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.3. Arroz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.4. Algodão (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.1.5. Outras Lavouras Temporárias","","","","","","","","","","","","","","","","","","","","","4.213750738022751","7.340211077378219","37.93140914476598","88.10021422097563","84.71395440604371","26.24772040912703","17.96630110902075","36.57978759926006","63.53572596303899","74.29871055920162","77.30219620107592","84.39805015519664","94.3598242510143","135.61427677064154","128.4215156081731","49.5243500053858","55.89388002240371","52.142176390812025"
"3.2.2. Lavoura Perene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.1. Café","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.2. Citrus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.3. Dendê (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2.2.4. Outras Lavouras Perenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.3. Silvicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.4. Mosaico de Usos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4. Área não Vegetada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.1. Praia, Duna e Areal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.2. Área Urbanizada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.3. Mineração","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.4. Outras Áreas não Vegetadas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5. Corpo D`água","956.5860271435292","981.1750484626391","979.7856626906531","1003.8057748777","978.6917753670075","987.1647028942941","1016.0654018938762","957.5944389840657","1010.1929923135342","991.0068487257862","983.7472171277414","986.0174061610408","948.9752548201955","960.6971886490916","965.0431378295441","901.3800188697357","882.031714694328","897.1031796573266","897.5016978427417","891.7212056133284","875.6991082591857","885.3129196132587","905.8755999960356","886.0404594248639","886.9691014175773","892.180459777004","888.8204682185211","882.7645700271978","883.7078353286861","891.93348873876","889.0439653265095","882.6660750678394","883.3355345412613","884.1846568481029","881.2361728656198","882.0646743433157","873.5877708999727","870.9924067518076"
"5.1. Rio, Lago e Oceano","956.5860271435292","981.1750484626391","979.7856626906531","1003.8057748777","978.6917753670075","987.1647028942941","1016.0654018938762","957.5944389840657","1010.1929923135342","991.0068487257862","983.7472171277414","986.0174061610408","948.9752548201955","960.6971886490916","965.0431378295441","901.3800188697357","882.031714694328","897.1031796573266","897.5016978427417","891.7212056133284","875.6991082591857","885.3129196132587","905.8755999960356","886.0404594248639","886.9691014175773","892.180459777004","888.8204682185211","882.7645700271978","883.7078353286861","891.93348873876","889.0439653265095","882.6660750678394","883.3355345412613","884.1846568481029","881.2361728656198","882.0646743433157","873.5877708999727","870.9924067518076"
"5.2. Aquicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6. Não observado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
