origem,destino,area_ha,terrai_cod,ano_origem,terrai_nom
1. Floresta (1985),1. Floresta (2022),6166.047191054504,19301,1985,Jauary
1. Floresta (1985),2. Formação Natural não Florestal (2022),6.0684297607421875,19301,1985,Jauary
1. Floresta (1985),3. Agropecuária (2022),1590.2904454464294,19301,1985,Jauary
1. Floresta (1985),5. Corpo D`água (2022),62.275446157130894,19301,1985,Jauary
1. Floresta (1985),Total (2022),7824.681512418807,19301,1985,Jauary
1.1. Formação Florestal (1985),1.1. Formação Florestal (2022),3497.30528823073,19301,1985,Jauary
1.1. Formação Florestal (1985),2.2. Formação Campestre (2022),1.69562353515625,19301,1985,Jauary
1.1. Formação Florestal (1985),3.1. Pastagem (2022),1424.9253536007266,19301,1985,Jauary
1.1. Formação Florestal (1985),"5.1. Rio, Lago e Oceano (2022)",17.785869491684856,19301,1985,Jauary
1.1. Formação Florestal (1985),Total (2022),4941.712134858299,19301,1985,Jauary
1.4. Floresta Alagável (1985),1.4. Floresta Alagável (2022),2668.7419028237728,19301,1985,Jauary
1.4. Floresta Alagável (1985),2.1. Campo Alagado e Área Pantanosa (2022),4.372806225585937,19301,1985,Jauary
1.4. Floresta Alagável (1985),3.1. Pastagem (2022),165.36509184570278,19301,1985,Jauary
1.4. Floresta Alagável (1985),"5.1. Rio, Lago e Oceano (2022)",44.48957666544604,19301,1985,Jauary
1.4. Floresta Alagável (1985),Total (2022),2882.9693775605074,19301,1985,Jauary
2. Formação Natural não Florestal (1985),1. Floresta (2022),108.8352046075082,19301,1985,Jauary
2. Formação Natural não Florestal (1985),2. Formação Natural não Florestal (2022),3703.1790981688073,19301,1985,Jauary
2. Formação Natural não Florestal (1985),3. Agropecuária (2022),479.28360279641583,19301,1985,Jauary
2. Formação Natural não Florestal (1985),5. Corpo D`água (2022),2663.347341347084,19301,1985,Jauary
2. Formação Natural não Florestal (1985),Total (2022),6954.645246919816,19301,1985,Jauary
2.1. Campo Alagado e Área Pantanosa (1985),1.1. Formação Florestal (2022),6.562400736179722,19301,1985,Jauary
2.1. Campo Alagado e Área Pantanosa (1985),1.4. Floresta Alagável (2022),102.27280387132846,19301,1985,Jauary
2.1. Campo Alagado e Área Pantanosa (1985),2.1. Campo Alagado e Área Pantanosa (2022),2891.1368740335383,19301,1985,Jauary
2.1. Campo Alagado e Área Pantanosa (1985),2.2. Formação Campestre (2022),94.20020446947292,19301,1985,Jauary
2.1. Campo Alagado e Área Pantanosa (1985),3.1. Pastagem (2022),43.817229406738235,19301,1985,Jauary
2.1. Campo Alagado e Área Pantanosa (1985),"5.1. Rio, Lago e Oceano (2022)",2117.47199413644,19301,1985,Jauary
2.1. Campo Alagado e Área Pantanosa (1985),Total (2022),5255.461506653697,19301,1985,Jauary
2.2. Formação Campestre (1985),2.1. Campo Alagado e Área Pantanosa (2022),107.69292003724335,19301,1985,Jauary
2.2. Formação Campestre (1985),2.2. Formação Campestre (2022),610.149099628553,19301,1985,Jauary
2.2. Formação Campestre (1985),3.1. Pastagem (2022),435.4663733896776,19301,1985,Jauary
2.2. Formação Campestre (1985),"5.1. Rio, Lago e Oceano (2022)",545.8753472106442,19301,1985,Jauary
2.2. Formação Campestre (1985),Total (2022),1699.183740266118,19301,1985,Jauary
3. Agropecuária (1985),1. Floresta (2022),1013.98877935937,19301,1985,Jauary
3. Agropecuária (1985),2. Formação Natural não Florestal (2022),317.9239956327558,19301,1985,Jauary
3. Agropecuária (1985),3. Agropecuária (2022),1178.4198226547958,19301,1985,Jauary
3. Agropecuária (1985),5. Corpo D`água (2022),4.551522839355467,19301,1985,Jauary
3. Agropecuária (1985),Total (2022),2514.884120486277,19301,1985,Jauary
3.1. Pastagem (1985),1.1. Formação Florestal (2022),662.2333876819079,19301,1985,Jauary
3.1. Pastagem (1985),1.4. Floresta Alagável (2022),351.7553916774623,19301,1985,Jauary
3.1. Pastagem (1985),2.1. Campo Alagado e Área Pantanosa (2022),57.75989871014783,19301,1985,Jauary
3.1. Pastagem (1985),2.2. Formação Campestre (2022),260.164096922608,19301,1985,Jauary
3.1. Pastagem (1985),3.1. Pastagem (2022),1178.4198226547958,19301,1985,Jauary
3.1. Pastagem (1985),"5.1. Rio, Lago e Oceano (2022)",4.551522839355467,19301,1985,Jauary
3.1. Pastagem (1985),Total (2022),2514.8841204862774,19301,1985,Jauary
5. Corpo D`água (1985),1. Floresta (2022),13.177444297688798,19301,1985,Jauary
5. Corpo D`água (1985),2. Formação Natural não Florestal (2022),65.50921572076535,19301,1985,Jauary
5. Corpo D`água (1985),5. Corpo D`água (2022),7404.984410160141,19301,1985,Jauary
5. Corpo D`água (1985),Total (2022),7483.671070178595,19301,1985,Jauary
"5.1. Rio, Lago e Oceano (1985)",1.1. Formação Florestal (2022),6.662738017171217,19301,1985,Jauary
"5.1. Rio, Lago e Oceano (1985)",1.4. Floresta Alagável (2022),6.514706280517581,19301,1985,Jauary
"5.1. Rio, Lago e Oceano (1985)",2.1. Campo Alagado e Área Pantanosa (2022),50.40462733106427,19301,1985,Jauary
"5.1. Rio, Lago e Oceano (1985)",2.2. Formação Campestre (2022),15.104588389701089,19301,1985,Jauary
"5.1. Rio, Lago e Oceano (1985)","5.1. Rio, Lago e Oceano (2022)",7404.984410160141,19301,1985,Jauary
"5.1. Rio, Lago e Oceano (1985)",Total (2022),7483.671070178595,19301,1985,Jauary
Total (1985),1. Floresta (2022),7302.04861931907,19301,1985,Jauary
Total (1985),1.1. Formação Florestal (2022),4172.763814665989,19301,1985,Jauary
Total (1985),1.4. Floresta Alagável (2022),3129.284804653081,19301,1985,Jauary
Total (1985),2. Formação Natural não Florestal (2022),4092.6807392830706,19301,1985,Jauary
Total (1985),2.1. Campo Alagado e Área Pantanosa (2022),3111.3671263375795,19301,1985,Jauary
Total (1985),2.2. Formação Campestre (2022),981.3136129454912,19301,1985,Jauary
Total (1985),3. Agropecuária (2022),3247.9938708976415,19301,1985,Jauary
Total (1985),3.1. Pastagem (2022),3247.9938708976415,19301,1985,Jauary
Total (1985),5. Corpo D`água (2022),10135.158720503712,19301,1985,Jauary
Total (1985),"5.1. Rio, Lago e Oceano (2022)",10135.158720503712,19301,1985,Jauary
Total (1985),Total (2022),49555.76390000698,19301,1985,Jauary
1. Floresta (2012),1. Floresta (2022),6689.391130998885,19301,2012,Jauary
1. Floresta (2012),2. Formação Natural não Florestal (2022),1.7848316894531246,19301,2012,Jauary
1. Floresta (2012),3. Agropecuária (2022),1343.4127036502025,19301,2012,Jauary
1. Floresta (2012),5. Corpo D`água (2022),17.491608996582023,19301,2012,Jauary
1. Floresta (2012),Total (2022),8052.080275335123,19301,2012,Jauary
1.1. Formação Florestal (2012),1.1. Formação Florestal (2022),3733.265080903415,19301,2012,Jauary
1.1. Formação Florestal (2012),3.1. Pastagem (2022),1161.558603539478,19301,2012,Jauary
1.1. Formação Florestal (2012),"5.1. Rio, Lago e Oceano (2022)",0.5354576965332031,19301,2012,Jauary
1.1. Formação Florestal (2012),Total (2022),4895.359142139426,19301,2012,Jauary
1.4. Floresta Alagável (2012),1.4. Floresta Alagável (2022),2956.12605009547,19301,2012,Jauary
1.4. Floresta Alagável (2012),2.1. Campo Alagado e Área Pantanosa (2022),1.7848316894531246,19301,2012,Jauary
1.4. Floresta Alagável (2012),3.1. Pastagem (2022),181.8541001107245,19301,2012,Jauary
1.4. Floresta Alagável (2012),"5.1. Rio, Lago e Oceano (2022)",16.95615130004882,19301,2012,Jauary
1.4. Floresta Alagável (2012),Total (2022),3156.721133195697,19301,2012,Jauary
2. Formação Natural não Florestal (2012),1. Floresta (2022),99.5468633855604,19301,2012,Jauary
2. Formação Natural não Florestal (2012),2. Formação Natural não Florestal (2022),3738.090049690339,19301,2012,Jauary
2. Formação Natural não Florestal (2012),3. Agropecuária (2022),219.96243604738711,19301,2012,Jauary
2. Formação Natural não Florestal (2012),5. Corpo D`água (2022),856.5742379478863,19301,2012,Jauary
2. Formação Natural não Florestal (2012),Total (2022),4914.173587071173,19301,2012,Jauary
2.1. Campo Alagado e Área Pantanosa (2012),1.1. Formação Florestal (2022),11.293736171874995,19301,2012,Jauary
2.1. Campo Alagado e Área Pantanosa (2012),1.4. Floresta Alagável (2022),87.18224667169319,19301,2012,Jauary
2.1. Campo Alagado e Área Pantanosa (2012),2.1. Campo Alagado e Área Pantanosa (2022),3092.3801690530363,19301,2012,Jauary
2.1. Campo Alagado e Área Pantanosa (2012),2.2. Formação Campestre (2022),111.813869634244,19301,2012,Jauary
2.1. Campo Alagado e Área Pantanosa (2012),3.1. Pastagem (2022),25.328130114770076,19301,2012,Jauary
2.1. Campo Alagado e Área Pantanosa (2012),"5.1. Rio, Lago e Oceano (2022)",855.9495791466168,19301,2012,Jauary
2.1. Campo Alagado e Área Pantanosa (2012),Total (2022),4183.947730792235,19301,2012,Jauary
2.2. Formação Campestre (2012),1.1. Formação Florestal (2022),0.53543095703125,19301,2012,Jauary
2.2. Formação Campestre (2012),1.4. Floresta Alagável (2022),0.5354495849609375,19301,2012,Jauary
2.2. Formação Campestre (2012),2.1. Campo Alagado e Área Pantanosa (2022),43.19292974243164,19301,2012,Jauary
2.2. Formação Campestre (2012),2.2. Formação Campestre (2022),490.70308126062736,19301,2012,Jauary
2.2. Formação Campestre (2012),3.1. Pastagem (2022),194.63430593261705,19301,2012,Jauary
2.2. Formação Campestre (2012),"5.1. Rio, Lago e Oceano (2022)",0.6246588012695312,19301,2012,Jauary
2.2. Formação Campestre (2012),Total (2022),730.2258562789378,19301,2012,Jauary
3. Agropecuária (2012),1. Floresta (2022),497.5077656693758,19301,2012,Jauary
3. Agropecuária (2012),2. Formação Natural não Florestal (2022),373.78386991450327,19301,2012,Jauary
3. Agropecuária (2012),3. Agropecuária (2022),1673.1686998922453,19301,2012,Jauary
3. Agropecuária (2012),Total (2022),2544.4603354761243,19301,2012,Jauary
3.1. Pastagem (2012),1.1. Formação Florestal (2022),402.30514379715225,19301,2012,Jauary
3.1. Pastagem (2012),1.4. Floresta Alagável (2022),95.20262187222352,19301,2012,Jauary
3.1. Pastagem (2012),2.1. Campo Alagado e Área Pantanosa (2022),38.688724007568425,19301,2012,Jauary
3.1. Pastagem (2012),2.2. Formação Campestre (2022),335.0951459069349,19301,2012,Jauary
3.1. Pastagem (2012),3.1. Pastagem (2022),1673.1686998922453,19301,2012,Jauary
3.1. Pastagem (2012),Total (2022),2544.4603354761243,19301,2012,Jauary
5. Corpo D`água (2012),1. Floresta (2022),4.52086786336263,19301,2012,Jauary
5. Corpo D`água (2012),2. Formação Natural não Florestal (2022),77.89685975538062,19301,2012,Jauary
5. Corpo D`água (2012),5. Corpo D`água (2022),9184.750024502287,19301,2012,Jauary
5. Corpo D`água (2012),Total (2022),9267.167752121031,19301,2012,Jauary
"5.1. Rio, Lago e Oceano (2012)",1.1. Formação Florestal (2022),2.825326542561849,19301,2012,Jauary
"5.1. Rio, Lago e Oceano (2012)",1.4. Floresta Alagável (2022),1.6955413208007812,19301,2012,Jauary
"5.1. Rio, Lago e Oceano (2012)",2.1. Campo Alagado e Área Pantanosa (2022),54.7944238666369,19301,2012,Jauary
"5.1. Rio, Lago e Oceano (2012)",2.2. Formação Campestre (2022),23.10243588874372,19301,2012,Jauary
"5.1. Rio, Lago e Oceano (2012)","5.1. Rio, Lago e Oceano (2022)",9184.750024502287,19301,2012,Jauary
"5.1. Rio, Lago e Oceano (2012)",Total (2022),9267.167752121031,19301,2012,Jauary
Total (2012),1. Floresta (2022),7290.966627917184,19301,2012,Jauary
Total (2012),1.1. Formação Florestal (2022),4150.224718372036,19301,2012,Jauary
Total (2012),1.4. Floresta Alagável (2022),3140.741909545148,19301,2012,Jauary
Total (2012),2. Formação Natural não Florestal (2022),4191.555611049676,19301,2012,Jauary
Total (2012),2.1. Campo Alagado e Área Pantanosa (2022),3230.841078359126,19301,2012,Jauary
Total (2012),2.2. Formação Campestre (2022),960.71453269055,19301,2012,Jauary
